,fanfooty_player_id,afl_player_id,first_name,surname,afl_team,status,jumper_number,birth_date,height,weight,state_of_origin,recruited_from,game,goals,Full Name,SC Player ID,First Name,Last Name,Pos1,Pos2,Team,Playing Next,In 2 Rds,In 3 Rds,Playing Next.1,Owner,Waiver,Free Agent,Trade Status,Total Pts,Rds,Rd Pts,Avg,Avg 3,Avg 5,Status Comment,Player Note
0,42316.0,293479.0,Cam,Ellis-Yolmen,Adelaide,senior,28.0,28/01/1993,190.0,94.0,SA,Woodville-West Torrens,39.0,"15""",Cam Ellis-Yolmen,,,,,,,,,,,,,,,,,,,,,,
1,49062.0,1008159.0,Will,Hamill,Adelaide,senior,35.0,17/11/2000,185.0,70.0,VIC,Dandenong Stingrays,,"""",Will Hamill,,,,,,,,,,,,,,,,,,,,,,
2,40030.0,270938.0,Tom T.,Lynch,Adelaide,senior,27.0,15/09/1990,191.0,88.0,VIC,Sandringham Dragons,134.0,"185""",Tom T. Lynch,,,,,,,,,,,,,,,,,,,,,,
3,49046.0,1006100.0,Tom,Berry,Brisbane Lions,senior,13.0,1/05/2000,185.0,76.0,VIC,GWV Rebels,,"""",Tom Berry,,,,,,,,,,,,,,,,,,,,,,
4,49140.0,1013532.0,Tom,Fullarton,Brisbane Lions,rookie,47.0,23/02/1999,200.0,98.0,QLD,Brisbane Bullets,,"""",Tom Fullarton,,,,,,,,,,,,,,,,,,,,,,
5,45139.0,298446.0,Josh,Deluca,Carlton,senior,47.0,11/05/1996,179.0,80.0,WA,Subiaco,5.0,"3""",Josh Deluca,,,,,,,,,,,,,,,,,,,,,,
6,47044.0,998116.0,Patrick,Kerr,Carlton,senior,36.0,31/07/1998,194.0,93.0,VIC,Oakleigh Chargers,4.0,"2""",Patrick Kerr,,,,,,,,,,,,,,,,,,,,,,
7,47045.0,992276.0,Kym,LeBois,Carlton,senior,42.0,22/05/1998,175.0,67.0,SA,North Adelaide,0.0,"0""",Kym LeBois,,,,,,,,,,,,,,,,,,,,,,
8,45010.0,990423.0,Jarrod,Pickett,Carlton,senior,33.0,18/08/1996,178.0,77.0,WA,South Fremantle,17.0,"8""",Jarrod Pickett,,,,,,,,,,,,,,,,,,,,,,
9,43008.0,294624.0,Lachlan,Plowman,Carlton,senior,20.0,11/09/1994,191.0,90.0,VIC,Calder Cannons,89.0,"1""",Lachlan Plowman,,,,,,,,,,,,,,,,,,,,,,
10,49102.0,1008288.0,Atu,Bosenvulagi,Collingwood,senior,40.0,17/09/2000,180.0,81.0,VIC,Oakleigh Chargers,,"""",Atu Bosenvulagi,,,,,,,,,,,,,,,,,,,,,,
11,47038.0,1002770.0,Callum,Brown,Collingwood,senior,17.0,27/04/1998,178.0,73.0,VIC,Eastern Ranges,28.0,"12""",Callum Brown,,,,,,,,,,,,,,,,,,,,,,
12,46124.0,1003620.0,Samuel,Murray,Collingwood,rookie,9.0,1/01/1997,187.0,88.0,VIC,Wodonga Raiders,13.0,"0""",Samuel Murray,,,,,,,,,,,,,,,,,,,,,,
13,40048.0,290622.0,Mitch W.,Brown,Essendon,senior,28.0,28/08/1990,196.0,90.0,VIC,Sandringham Dragons,64.0,"62""",Mitch W. Brown,,,,,,,,,,,,,,,,,,,,,,
14,49107.0,994073.0,Tom,Jok,Essendon,rookie,46.0,1/01/1997,193.0,80.0,VIC,Collingwood VFL,,"""",Tom Jok,,,,,,,,,,,,,,,,,,,,,,
15,46037.0,990606.0,Will,Snelling,Essendon,senior,40.0,6/08/1997,174.0,89.0,SA,West Adelaide,2.0,"2""",Will Snelling,,,,,,,,,,,,,,,,,,,,,,
16,48068.0,1002353.0,Mitch,Crowden,Fremantle,senior,12.0,28/04/1999,175.0,88.0,SA,Sturt,10.0,"1""",Mitch Crowden,,,,,,,,,,,,,,,,,,,,,,
17,44016.0,995192.0,Cameron,McCarthy,Fremantle,senior,23.0,1/04/1995,192.0,90.0,WA,South Fremantle,67.0,"96""",Cameron McCarthy,,,,,,,,,,,,,,,,,,,,,,
18,49088.0,1000860.0,Lachlan,Schulz,Fremantle,senior,28.0,30/11/1997,180.0,80.0,VIC,Williamstown,3.0,"2""",Lachlan Schulz,,,,,,,,,,,,,,,,,,,,,,
19,48224.0,992059.0,Samuel,Switkowski,Fremantle,senior,39.0,20/11/1996,178.0,72.0,VIC,Box Hill Hawks,16.0,"5""",Samuel Switkowski,,,,,,,,,,,,,,,,,,,,,,
20,48997.0,1000068.0,Chris,Burgess,Gold Coast,senior,29.0,26/11/1995,193.0,84.0,SA,West Adelaide,9.0,"3""",Chris Burgess,,,,,,,,,,,,,,,,,,,,,,
21,46091.0,295446.0,Samuel,Collins,Gold Coast,senior,25.0,14/12/1997,193.0,94.0,VIC,Dandenong Stingrays,23.0,"0""",Samuel Collins,,,,,,,,,,,,,,,,,,,,,,
22,48998.0,1005547.0,Josh,Corbett,Gold Coast,senior,19.0,23/04/1996,190.0,90.0,VIC,Werribee Tigers,9.0,"3""",Josh Corbett,,,,,,,,,,,,,,,,,,,,,,
23,46084.0,998511.0,Joshua,Schoenfeld,Gold Coast,senior,36.0,3/07/1997,186.0,75.0,WA,Peel Thunder,15.0,"5""",Joshua Schoenfeld,,,,,,,,,,,,,,,,,,,,,,
24,45007.0,298524.0,Lachlan,Weller,Gold Coast,senior,14.0,23/02/1996,181.0,79.0,QLD,Broadbeach,81.0,"22""",Lachlan Weller,,,,,,,,,,,,,,,,,,,,,,
25,552.0,220001.0,Gary,Ablett jnr,Geelong,senior,4.0,14/05/1984,182.0,87.0,VIC,Geelong Falcons ,337.0,"431""",Gary Ablett jnr,,,,,,,,,,,,,,,,,,,,,,
26,48143.0,1002228.0,Lachlan,Fogarty,Geelong,senior,13.0,1/04/1999,179.0,75.0,VIC,Western Jets,17.0,"5""",Lachlan Fogarty,,,,,,,,,,,,,,,,,,,,,,
27,48125.0,1004991.0,Harry,Jones,Hawthorn,rookie,40.0,15/03/1999,183.0,79.0,VIC,Murray Bushrangers,0.0,"0""",Harry Jones,,,,,,,,,,,,,,,,,,,,,,
28,42104.0,290683.0,Will,Langford,Hawthorn,rookie,0.0,3/07/1992,187.0,83.0,NSW,Easts,72.0,"24""",Will Langford,,,,,,,,,,,,,,,,,,,,,,
29,44025.0,296343.0,Jay,Kennedy-Harris,Melbourne,senior,24.0,21/03/1995,173.0,75.0,VIC,Oakleigh Chargers,35.0,"12""",Jay Kennedy-Harris,,,,,,,,,,,,,,,,,,,,,,
30,47110.0,294823.0,Tim,Smith,Melbourne,senior,38.0,20/02/1991,192.0,94.0,VIC,Casey Scorpions,12.0,"10""",Tim Smith,,,,,,,,,,,,,,,,,,,,,,
31,45149.0,297990.0,Aaron,Vandenberg,Melbourne,senior,22.0,3/03/1992,188.0,90.0,ACT,Ainslie,35.0,"22""",Aaron Vandenberg,,,,,,,,,,,,,,,,,,,,,,
